source_file,task,task_type,split_strategy,screening_mode,row_policy,feature_scope,use_BDE,descriptor_mode,use_V7_formula_features,configured_current_view,configured_current_k,outer_splits_requested,outer_splits_completed,inner_splits,selection_scope,selection_rule,formal_row_policy,n_valid_formal_rows,n_neat_rows,n_modified_rows,neat_fr_feature_masking,matching_baseline_leakage_guard,outer_R2_mean,outer_R2_std,outer_RMSE_mean,outer_RMSE_std,outer_MAE_mean,outer_MAE_std,outer_modified_R2_mean,outer_modified_R2_std,outer_modified_RMSE_mean,outer_modified_RMSE_std,outer_modified_MAE_mean,outer_modified_MAE_std,outer_PICP_mean,outer_PICP_std,outer_MPIW_mean,outer_MPIW_std,outer_modified_PICP_mean,outer_modified_PICP_std,outer_modified_MPIW_mean,outer_modified_MPIW_std,selected_view_frequency,selected_model_frequency,selected_k_frequency,outer_Accuracy_mean,outer_Accuracy_std,outer_Balanced_Accuracy_mean,outer_Balanced_Accuracy_std,outer_Macro_F1_mean,outer_Macro_F1_std,outer_Weighted_F1_mean,outer_Weighted_F1_std,outer_Brier_mean,outer_Brier_std,outer_ECE_mean,outer_ECE_std,outer_TN_mean,outer_TN_std,outer_FP_mean,outer_FP_std,outer_FN_mean,outer_FN_std,outer_TP_mean,outer_TP_std,outer_ROC_AUC_mean,outer_ROC_AUC_std,outer_PR_AUC_mean,outer_PR_AUC_std,outer_modified_Accuracy_mean,outer_modified_Accuracy_std,outer_modified_Balanced_Accuracy_mean,outer_modified_Balanced_Accuracy_std,outer_modified_Macro_F1_mean,outer_modified_Macro_F1_std,outer_modified_Weighted_F1_mean,outer_modified_Weighted_F1_std,outer_modified_Brier_mean,outer_modified_Brier_std,outer_modified_ECE_mean,outer_modified_ECE_std,outer_modified_TN_mean,outer_modified_TN_std,outer_modified_FP_mean,outer_modified_FP_std,outer_modified_FN_mean,outer_modified_FN_std,outer_modified_TP_mean,outer_modified_TP_std,outer_modified_ROC_AUC_mean,outer_modified_ROC_AUC_std,outer_modified_PR_AUC_mean,outer_modified_PR_AUC_std
results\scientific_validation\FINAL_grouping_sensitivity_5x5\THR\reference\formulation\without_BDE\THR_nested_summary.csv,THR,regression,reference,formulation,baseline_inclusive,all,0,advanced,1,descriptors,30.0,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,397,111,286,True,True,0.3620676080314596,0.2482873888320527,19.735514955851745,7.106544044306135,13.464578207172249,2.961693132177444,0.3853648764588256,0.3904408751633749,14.92732551933904,6.0997242341621485,10.156949835616498,2.780939486332361,0.9596835443037974,0.0581398964264757,116.32089116709558,19.04858570783317,0.9686025408348458,0.0469753037364936,116.32089116709558,19.04858570783317,"[[""descriptors"", 5]]","[[""XGB"", 2], [""SVR"", 1], [""GBDT"", 1], [""SoftVote"", 1]]","[[""30"", 5]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\THR\scaffold\formulation\without_BDE\THR_nested_summary.csv,THR,regression,scaffold,formulation,baseline_inclusive,all,0,advanced,1,descriptors,30.0,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,397,111,286,True,True,0.3497715583911164,0.173974721438032,19.754172734190018,1.944360118885036,13.266035707356709,2.0127676912423893,0.4798375333290633,0.2783231898721775,13.643914912791038,3.4107425634784816,9.497369328257756,2.2577403178711197,0.9773417721518988,0.0137664593189076,115.63489957771716,9.940323847910332,0.9894736842105264,0.0156917051052616,115.63489957771716,9.940323847910358,"[[""descriptors"", 5]]","[[""GBDT"", 2], [""ExtraTrees"", 1], [""XGB"", 1], [""LGBM"", 1]]","[[""30"", 5]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\THR\molecule\formulation\with_BDE\THR_nested_summary.csv,THR,regression,molecule,formulation,baseline_inclusive,all,1,advanced,1,descriptors,30.0,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,397,111,286,True,True,0.4834859254070839,0.1323169733080562,18.16438347729025,4.593003985660505,12.451369716445411,2.5754452883672525,0.600875182916207,0.1851291374795797,12.671858763442469,3.8827809451068953,8.986060355560017,2.149747473686416,0.9595886075949366,0.0327748659225967,95.47475622685884,37.42211860570967,0.9788783399175904,0.0232255094317462,95.47475622685886,37.42211860570966,"[[""descriptors"", 5]]","[[""GBDT"", 3], [""XGB"", 1], [""LGBM"", 1]]","[[""30"", 5]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_aux_fixed_baseline_inclusive_5x5\TS_MPa\molecule\formulation\without_BDE\TS_MPa_nested_summary.csv,TS_MPa,regression,molecule,formulation,baseline_inclusive,all,0,advanced,1,compact,140.0,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,256,66,190,True,True,0.4621498600454616,0.0890520461644331,11.557517566288812,1.7865108912968948,9.352485557725334,1.5304118276069338,0.540345868548192,0.0970801461222558,10.954833655307397,1.5842449336763729,8.878467255515952,1.640516560427397,0.9806153846153848,0.0333104457913214,60.39009522404135,11.190130963415696,0.9843381843381844,0.0230967888703771,60.39009522404135,11.190130963415688,"[[""compact"", 5]]","[[""GBDT"", 2], [""XGB"", 1], [""RF"", 1], [""SoftVote"", 1]]","[[""140"", 5]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\TS_MPa\molecule\formulation\with_BDE\TS_MPa_nested_summary.csv,TS_MPa,regression,molecule,formulation,baseline_inclusive,all,1,advanced,1,compact,140.0,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,256,66,190,True,True,0.4913567570204947,0.0700129194466371,11.25925411579878,1.7348865391057886,9.011358650974936,1.6289440377934228,0.5775163855194655,0.0876337436261672,10.535240317737966,1.6914755124745116,8.452286606821673,1.883724685129858,0.9806153846153848,0.0333104457913214,59.741271039260894,11.618355213767378,0.9843381843381844,0.0230967888703771,59.741271039260894,11.618355213767371,"[[""compact"", 5]]","[[""GBDT"", 3], [""XGB"", 1], [""SoftVote"", 1]]","[[""140"", 5]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_aux_fixed_baseline_inclusive_5x5\Tg\molecule\formulation\without_BDE\Tg_nested_summary.csv,Tg,regression,molecule,formulation,baseline_inclusive,all,0,advanced,1,morgan_r3,270.0,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,357,90,267,True,True,0.5211712247458166,0.0974895360866809,15.71900272666873,5.103642194525265,10.881397155747548,2.4912092938461243,0.5832264460621607,0.1346232538788426,14.59014451881716,5.034583777314581,10.156454948322672,2.6663221008598184,0.9549295774647888,0.055807359876504,102.75362456755036,36.52670445326365,0.962264150943396,0.053366549523513,102.75362456755032,36.52670445326365,"[[""morgan_r3"", 5]]","[[""XGB"", 3], [""SoftVote"", 2]]","[[""270"", 5]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\Tg\molecule\formulation\with_BDE\Tg_nested_summary.csv,Tg,regression,molecule,formulation,baseline_inclusive,all,1,advanced,1,morgan_r3,270.0,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,357,90,267,True,True,0.529458745177218,0.0852034238514233,15.618119542111431,5.036854655459383,10.770754506157989,2.5498963616182806,0.592730763716379,0.1246859697449797,14.48484575389936,4.9601538195487125,10.02389911467478,2.6895946419054644,0.9577464788732394,0.0517497832982361,94.68220561301874,36.88826356927604,0.9660377358490566,0.0469807531999574,94.68220561301872,36.88826356927605,"[[""morgan_r3"", 5]]","[[""XGB"", 2], [""SoftVote"", 2], [""GBDT"", 1]]","[[""270"", 5]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_nested_summary.csv,UL94_V0,classification,molecule,formulation,baseline_inclusive,all,0,advanced,1,morgan_r3,,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,599,131,468,True,False,,,,,,,,,,,,,,,,,,,,,"[[""morgan_r3"", 5]]","[[""ExtraTrees"", 4], [""GBDT"", 1]]","[[""None"", 5]]",0.7805998501557323,0.0285197219349053,0.787741605611371,0.0390332143614322,0.7785819251223598,0.031360520585373,0.7808789158430482,0.0290681390246521,0.1513606611393168,0.0196540308104381,0.112673073826011,0.0285749012483352,50.4,3.130495168499705,17.2,5.495452665613635,9.0,5.787918451395113,43.2,7.758865896508328,0.8688814829474463,0.0369003938932139,0.7946961759508457,0.0823278276303913,0.7188643774076404,0.0395669276237249,0.7087317938406589,0.0342180019653045,0.7063009938215812,0.0353074883025031,0.7131331783798874,0.0363688601274345,0.1939593711249701,0.0277912203575479,0.1427821183342203,0.0353991185734541,24.2,1.0954451150103324,17.2,5.495452665613635,9.0,5.787918451395113,43.2,7.758865896508328,0.7841538522350205,0.0659100826258894,0.7946961759508457,0.0823278276303913
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\UL94_V0\molecule\formulation\conditions_only\without_BDE\UL94_V0_nested_summary.csv,UL94_V0,classification,molecule,formulation,baseline_inclusive,conditions_only,0,advanced,1,morgan_r3,,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,599,131,468,True,False,,,,,,,,,,,,,,,,,,,,,"[[""morgan_r3"", 5]]","[[""GBDT"", 2], [""ExtraTrees"", 1], [""SoftVote"", 1], [""RF"", 1]]","[[""None"", 5]]",0.7817910535719758,0.0251715086976797,0.7847581496075025,0.0258226858744026,0.7798133855669768,0.0229992758296198,0.7825501381115811,0.0257796662723254,0.1596724459937895,0.0109453472558336,0.1039854012155472,0.0239377585718708,51.6,8.502940667792526,16.0,1.8708286933869709,10.0,2.449489742783178,42.2,4.266145801540309,0.8472866207244184,0.0223067577319396,0.756752448853649,0.0580226818910708,0.7209192136604965,0.0302679050522075,0.7087017350826282,0.0366356747055707,0.7096409009290043,0.0355568757043216,0.7174977124998871,0.0309251443086023,0.2042244087740936,0.0138036949817089,0.1309871373912296,0.0344552286660107,25.4,5.9833101206606365,16.0,1.8708286933869709,10.0,2.449489742783178,42.2,4.266145801540309,0.7493938697575877,0.0424926824243531,0.756752448853649,0.0580226818910707
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\UL94_V0\molecule\formulation\molecular_only\without_BDE\UL94_V0_nested_summary.csv,UL94_V0,classification,molecule,formulation,baseline_inclusive,molecular_only,0,advanced,1,morgan_r3,,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,599,131,468,True,False,,,,,,,,,,,,,,,,,,,,,"[[""morgan_r3"", 5]]","[[""ExtraTrees"", 3], [""SVC"", 1], [""SoftVote"", 1]]","[[""None"", 5]]",0.6709663052960718,0.0288821535667634,0.6843614614358708,0.0260701684942475,0.669183895824502,0.0299748745756607,0.6693921130730771,0.0309776811258455,0.1904748965508791,0.0062093863022434,0.0701355161310098,0.0338676188854713,41.0,7.245688373094719,26.6,7.402702209328699,12.8,6.457553716385177,39.4,3.911521443121589,0.7531112143702503,0.0343848512100066,0.6550829280904895,0.0866017574837062,0.578578991105035,0.0409370358720781,0.5589190069199514,0.04343089652822,0.5357474548771645,0.0772862293619397,0.5501771362424461,0.0727821791019279,0.2419161784005319,0.0122821933044508,0.07853696043925,0.028278992185949,14.8,6.760177512462228,26.6,7.402702209328699,12.8,6.457553716385177,39.4,3.911521443121589,0.5959334636271721,0.0575331365452198,0.6550829280904894,0.0866017574837062
results\scientific_validation\FINAL_grouping_sensitivity_5x5\UL94_V0\reference\formulation\without_BDE\UL94_V0_nested_summary.csv,UL94_V0,classification,reference,formulation,baseline_inclusive,all,0,advanced,1,morgan_r3,,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,599,131,468,True,False,,,,,,,,,,,,,,,,,,,,,"[[""morgan_r3"", 5]]","[[""ExtraTrees"", 5]]","[[""None"", 5]]",0.8186096476585281,0.0510711599393145,0.8236257797608981,0.0466766228252466,0.8168698143319499,0.0514212743882818,0.8194653291769114,0.0499626882588452,0.1386890617479558,0.0194185612376228,0.0968984385093027,0.0185034397562675,52.6,5.079370039680118,15.0,5.0,6.8,2.3874672772626644,45.4,6.4265076052238514,0.8810380047117272,0.0300328677724894,0.8103328047026063,0.057935467527466,0.7675663417181559,0.0661657821985829,0.7525905368707958,0.0634535927447083,0.7550732257000626,0.0671575537433834,0.7627999795745757,0.0679442832855756,0.1776410944246466,0.0256111299219195,0.1239983117771076,0.0238547703110479,26.4,5.594640292279745,15.0,5.0,6.8,2.3874672772626644,45.4,6.4265076052238514,0.8046429933027544,0.0490768555435413,0.8103328047026063,0.0579354675274659
results\scientific_validation\FINAL_grouping_sensitivity_5x5\UL94_V0\scaffold\formulation\without_BDE\UL94_V0_nested_summary.csv,UL94_V0,classification,scaffold,formulation,baseline_inclusive,all,0,advanced,1,morgan_r3,,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,599,131,468,True,False,,,,,,,,,,,,,,,,,,,,,"[[""morgan_r3"", 5]]","[[""ExtraTrees"", 5]]","[[""None"", 5]]",0.8109128524470526,0.0523947344259442,0.8203990770718124,0.0464811242827878,0.8106534826612635,0.0524319298110595,0.8114419725861485,0.0522205497361587,0.1405990881987737,0.0183474457627178,0.08725308681993,0.0285985795353629,49.4,15.192103211866351,18.2,11.691877522451218,5.8,2.16794833886788,46.4,15.026643005009468,0.8831886330332045,0.0390306180152682,0.8104973858069606,0.0807272205798557,0.7579149537044273,0.0668082218907993,0.7412695059895046,0.0661780758383167,0.7419540836102503,0.0709478464459455,0.7496692877484017,0.0723557545974133,0.1800534710508638,0.0233568045258186,0.111690378567933,0.0369787930473431,23.2,6.220932405998316,18.2,11.691877522451218,5.8,2.16794833886788,46.4,15.026643005009468,0.8089985983512211,0.0594566355690333,0.8104973858069604,0.0807272205798557
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\UL94_V0\molecule\formulation\with_BDE\UL94_V0_nested_summary.csv,UL94_V0,classification,molecule,formulation,baseline_inclusive,all,1,advanced,1,morgan_r3,,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,599,131,468,True,False,,,,,,,,,,,,,,,,,,,,,"[[""morgan_r3"", 5]]","[[""ExtraTrees"", 4], [""XGB"", 1]]","[[""None"", 5]]",0.7874870692803823,0.0218457150908595,0.7945635805366068,0.0283944912518634,0.7860524484923619,0.0230867265759858,0.7881817256827764,0.0220900327974081,0.1461597504107875,0.0137691887727747,0.1039871085855796,0.0258300482417154,51.0,4.06201920231798,16.6,4.560701700396552,8.8,4.764451699828638,43.4,6.107372593840989,0.8756818174032341,0.0330118695437724,0.8001256721173993,0.0816233800553311,0.7277803932328254,0.0305570229013206,0.7178164823308528,0.0272582781989546,0.7163677846998653,0.0279164580919382,0.7230835474054972,0.0279610891475348,0.187208169250903,0.019385104939989,0.1320946116814215,0.031553238782667,24.8,2.04939015319192,16.6,4.560701700396552,8.8,4.764451699828638,43.4,6.107372593840989,0.7953588682033743,0.0591803406137398,0.8001256721173993,0.081623380055331
